dataset,id,role,category,jp,en,zh,kr
daily,258,,death,あなたは最後の日から何を学んでいますか,What is your last day teaching you?,最后一天正在教会你什么？,마지막 날은(는) 당신에게 무엇을 가르치고 있나요?
daily,259,,silence,今のあなたに必要な静けさは何ですか,What kind of stillness do you need right now?,此刻，你需要怎样的宁静？,지금의 당신에게 필요한 고요은(는) 무엇인가요?
daily,260,,identity,あなたの中で静かに浮かぶ本当の自分は何ですか,What quietly rises within you when you think of your true self?,想到真正的自己时，在你心里静静浮现的是什么？,"진짜 나을(를) 떠올릴 때, 당신 안에 조용히 떠오르는 것은 무엇인가요?"
daily,261,,existence,もし少し立ち止まるなら生きる理由をどう見ますか,"If you paused for a moment, how would you look at your reason for living?",如果你稍微停下来，会如何看待你活着的理由？,"잠시 멈춘다면, 살아가는 이유을(를) 어떻게 바라보게 될까요?"
daily,262,,fear,あなたは避けていることを事実として見ていますか それとも解釈として見ていますか,"Are you seeing what you are avoiding as fact, or as interpretation?",你看到的你正在回避的事，是事实，还是一种解释？,"당신은 당신이 피하고 있는 것을(를) 사실로 보고 있나요, 아니면 해석으로 보고 있나요?"
daily,263,,release,今のあなたが正直に感じる古い役割は何ですか,What does an old role honestly feel like to you right now?,此刻，你诚实地感受到的旧有的角色是什么？,지금의 당신이 솔직하게 느끼는 오래된 역할은(는) 무엇인가요?
daily,264,,hope,あなたは次の一歩を抱えていますか それとも迎え入れ始めていますか,"Are you carrying the next step, or beginning to welcome it?",你是在背负着下一步，还是开始迎接它？,"당신은 다음 한 걸음을(를) 짊어지고 있나요, 아니면 받아들이기 시작하고 있나요?"
daily,265,,relationship,今日のあなたにとって許したい人はどんな存在ですか,What kind of presence is the person you want to forgive to you today?,今天，对你来说，你想原谅的人是怎样的存在？,오늘 당신에게 용서하고 싶은 사람은(는) 어떤 존재인가요?
daily,266,,gratitude,あなたの心は受け取った助けに何を求めていますか,What is your heart asking of the help you received?,你的心向你得到的帮助在寻求什么？,당신의 마음은 받은 도움에 무엇을 바라고 있나요?
daily,267,,reflection,今のあなたは心の声にどんな名前をつけますか,What name would you give to the voice of your heart right now?,此刻，你会给你内心的声音取什么名字？,지금의 당신은 마음의 소리에 어떤 이름을 붙이고 싶나요?
daily,268,,death,あなたは残したいものを誰の視線で見ていますか,Through whose eyes are you seeing what you want to leave behind?,你正透过谁的目光看着你想留下的东西？,당신은 남기고 싶은 것을(를) 누구의 시선으로 보고 있나요?
daily,269,,silence,もし静かに座るなら今ここは何を語りそうですか,"If you sat quietly, what might the here and now say?",如果你安静坐下，此时此地似乎会说些什么？,"조용히 앉아 있다면, 지금 여기은(는) 무엇을 말할 것 같나요?"
daily,270,,identity,あなたの中に残っている信じているものの灯は何ですか,What small lamp of what you believe in still remains within you?,在你心里，仍然留着怎样一盏关于你所相信的东西的灯？,당신 안에는 아직도 당신이 믿는 것에 관한 어떤 작은 등불이 남아 있나요?
daily,271,,existence,今あなたにとって今いる場所とは何ですか,What is where you stand now to you right now?,此刻，对你来说，你此刻所站的位置是什么？,지금 당신에게 지금 당신이 서 있는 자리은(는) 무엇인가요?
daily,272,,fear,今日のあなたは失うことにどう向き合いますか,How are you facing the possibility of loss today?,今天，你要如何面对失去这件事？,오늘 당신은 잃는 것에 어떻게 마주하나요?
daily,273,,release,あなたは重荷から何を学んでいますか,What is a burden teaching you?,负担正在教会你什么？,짐은(는) 당신에게 무엇을 가르치고 있나요?
daily,274,,hope,今のあなたに必要な信じたい未来は何ですか,What kind of the future you want to believe in do you need right now?,此刻，你需要怎样的你想相信的未来？,지금의 당신에게 필요한 믿고 싶은 미래은(는) 무엇인가요?
daily,275,,relationship,あなたの中で静かに浮かぶ守りたい人は誰ですか,Who quietly comes to mind when you think of the person you want to protect?,当你想到你想守护的人时，在你心里静静浮现的是谁？,"지키고 싶은 사람을(를) 떠올릴 때, 당신 안에 조용히 떠오르는 이는 누구인가요?"
daily,276,,gratitude,もし少し立ち止まるなら残っている温かさをどう見ますか,"If you paused for a moment, how would you look at the warmth that still remains?",如果你稍微停下来，会如何看待仍然留存的温暖？,"잠시 멈춘다면, 남아 있는 따뜻함을(를) 어떻게 바라보게 될까요?"
daily,277,,reflection,あなたは自分への厳しさを事実として見ていますか それとも解釈として見ていますか,"Are you seeing your harshness toward yourself as fact, or as interpretation?",你看到的你对自己的苛刻，是事实，还是一种解释？,"당신은 자신에게 향한 엄격함을(를) 사실로 보고 있나요, 아니면 해석으로 보고 있나요?"
daily,278,,death,今のあなたが正直に感じる別れは何ですか,What does parting honestly feel like to you right now?,此刻，你诚实地感受到的离别是什么？,지금의 당신이 솔직하게 느끼는 이별은(는) 무엇인가요?
daily,279,,silence,あなたは空白を感じていますか それとも見過ごしていますか,"Are you sensing emptiness, or passing it by?",你是在感受空白，还是正在把它忽略过去？,"당신은 공백을(를) 느끼고 있나요, 아니면 스쳐 지나가고 있나요?"
daily,280,,identity,今日のあなたにとって背負っている役割はどんな存在ですか,What kind of presence is the role you carry to you today?,今天，对你来说，你所背负的角色是怎样的存在？,오늘 당신에게 당신이 짊어진 역할은(는) 어떤 존재인가요?
daily,281,,existence,あなたの心は本当の望みに何を求めていますか,What is your heart asking of your true desire?,你的心向你真正的愿望在寻求什么？,당신의 마음은 당신의 진정한 바람에 무엇을 바라고 있나요?
daily,282,,fear,今のあなたは人の期待にどんな名前をつけますか,What name would you give to other people's expectations right now?,此刻，你会给他人的期待取什么名字？,지금의 당신은 타인의 기대에 어떤 이름을 붙이고 싶나요?
daily,283,,release,あなたは後悔を誰の視線で見ていますか,Through whose eyes are you seeing regret?,你正透过谁的目光看着后悔？,당신은 후회을(를) 누구의 시선으로 보고 있나요?
daily,284,,hope,もし静かに座るならやり直す力は何を語りそうですか,"If you sat quietly, what might the strength to begin again say?",如果你安静坐下，重新开始的力量似乎会说些什么？,"조용히 앉아 있다면, 다시 시작할 힘은(는) 무엇을 말할 것 같나요?"
daily,285,,relationship,あなたの中に残っている距離を置くべき関係の灯は何ですか,What small lamp of a relationship that needs distance still remains within you?,在你心里，仍然留着怎样一盏关于需要保持距离的关系的灯？,당신 안에는 아직도 거리를 두어야 할 관계에 관한 어떤 작은 등불이 남아 있나요?
daily,286,,gratitude,今あなたにとって小さな幸せとは何ですか,What is a small happiness to you right now?,此刻，对你来说，微小的幸福是什么？,지금 당신에게 작은 행복은(는) 무엇인가요?
daily,287,,reflection,今日のあなたは疲れにどう向き合いますか,How are you facing your fatigue today?,今天，你要如何面对你的疲惫？,오늘 당신은 피로에 어떻게 마주하나요?
daily,288,,death,あなたは失った人から何を学んでいますか,What is the person you lost teaching you?,你失去的人正在教会你什么？,잃은 사람은(는) 당신에게 무엇을 가르치고 있나요?
daily,289,,silence,今のあなたに必要な一歩手前の答えは何ですか,What kind of the answer just before words do you need right now?,此刻，你需要怎样的话语之前的答案？,지금의 당신에게 필요한 말이 되기 직전의 답은(는) 무엇인가요?
daily,290,,identity,あなたの中で静かに浮かぶ変わりたい部分は何ですか,What quietly rises within you when you think of the part of you that wants to change?,想到你想改变的那一部分时，在你心里静静浮现的是什么？,"변하고 싶은 부분을(를) 떠올릴 때, 당신 안에 조용히 떠오르는 것은 무엇인가요?"
daily,291,,existence,もし少し立ち止まるなら心の静けさをどう見ますか,"If you paused for a moment, how would you look at the quietness of your heart?",如果你稍微停下来，会如何看待你内心的宁静？,"잠시 멈춘다면, 마음의 고요을(를) 어떻게 바라보게 될까요?"
daily,292,,fear,あなたは失敗を事実として見ていますか それとも解釈として見ていますか,"Are you seeing failure as fact, or as interpretation?",你看到的失败，是事实，还是一种解释？,"당신은 실패을(를) 사실로 보고 있나요, 아니면 해석으로 보고 있나요?"
daily,293,,release,今のあなたが正直に感じる怒りは何ですか,What does anger honestly feel like to you right now?,此刻，你诚实地感受到的愤怒是什么？,지금의 당신이 솔직하게 느끼는 분노은(는) 무엇인가요?
daily,294,,hope,あなたは救いを抱えていますか それとも迎え入れ始めていますか,"Are you carrying relief, or beginning to welcome it?",你是在背负着救赎，还是开始迎接它？,"당신은 구원을(를) 짊어지고 있나요, 아니면 받아들이기 시작하고 있나요?"
daily,295,,relationship,今日のあなたにとって言えなかった言葉はどんな存在ですか,What kind of presence is the words you could not say to you today?,今天，对你来说，你没能说出口的话是怎样的存在？,오늘 당신에게 말하지 못한 말은(는) 어떤 존재인가요?
daily,296,,gratitude,あなたの心は支えに何を求めていますか,What is your heart asking of the support that holds you up?,你的心向支撑你的力量在寻求什么？,당신의 마음은 당신을 지탱하는 것에 무엇을 바라고 있나요?
daily,297,,reflection,今のあなたは本音にどんな名前をつけますか,What name would you give to your true feelings right now?,此刻，你会给你真实的心声取什么名字？,지금의 당신은 본심에 어떤 이름을 붙이고 싶나요?
daily,298,,death,あなたは言えなかった感謝を誰の視線で見ていますか,Through whose eyes are you seeing the gratitude you could not say?,你正透过谁的目光看着没能说出口的感谢？,당신은 말하지 못한 감사을(를) 누구의 시선으로 보고 있나요?
daily,299,,silence,もし静かに座るなら語らないことは何を語りそうですか,"If you sat quietly, what might what remains unsaid say?",如果你安静坐下，没有说出口的东西似乎会说些什么？,"조용히 앉아 있다면, 말하지 않는 것은(는) 무엇을 말할 것 같나요?"
daily,300,,identity,あなたの中に残っている守ってきた価値観の灯は何ですか,What small lamp of the values you have protected still remains within you?,在你心里，仍然留着怎样一盏关于你一直守护的价值观的灯？,당신 안에는 아직도 지켜 온 가치관에 관한 어떤 작은 등불이 남아 있나요?
daily,301,,existence,今あなたにとって進む方向とは何ですか,What is the direction you are heading to you right now?,此刻，对你来说，你前行的方向是什么？,지금 당신에게 나아갈 방향은(는) 무엇인가요?
daily,302,,fear,今日のあなたは孤独にどう向き合いますか,How are you facing loneliness today?,今天，你要如何面对孤独？,오늘 당신은 외로움에 어떻게 마주하나요?
daily,303,,release,あなたは言い訳から何を学んでいますか,What is an excuse teaching you?,借口正在教会你什么？,변명은(는) 당신에게 무엇을 가르치고 있나요?
daily,304,,hope,今のあなたに必要な明日は何ですか,What kind of tomorrow do you need right now?,此刻，你需要怎样的明天？,지금의 당신에게 필요한 내일은(는) 무엇인가요?
daily,305,,relationship,あなたの中で静かに浮かぶ受け取った優しさは何ですか,What quietly comes to mind when you think of the kindness you received?,想到你收到的温柔时，在你心里静静浮现的是什么？,"받았던 다정함을(를) 떠올릴 때, 당신 안에 조용히 떠오르는 것은 무엇인가요?"
daily,306,,gratitude,もし少し立ち止まるなら平凡な奇跡をどう見ますか,"If you paused for a moment, how would you look at an ordinary miracle?",如果你稍微停下来，会如何看待平凡的奇迹？,"잠시 멈춘다면, 평범한 기적을(를) 어떻게 바라보게 될까요?"
daily,307,,reflection,あなたは選択を事実として見ていますか それとも解釈として見ていますか,"Are you seeing a choice as fact, or as interpretation?",你看到的选择，是事实，还是一种解释？,"당신은 선택을(를) 사실로 보고 있나요, 아니면 해석으로 보고 있나요?"
daily,308,,death,今のあなたが正直に感じる限りある時間は何ですか,What does limited time honestly feel like to you right now?,此刻，你诚实地感受到的有限的时间是什么？,지금의 당신이 솔직하게 느끼는 유한한 시간은(는) 무엇인가요?
daily,309,,silence,あなたは待つことを感じていますか それとも見過ごしていますか,"Are you sensing waiting, or passing it by?",你是在感受等待，还是正在把它忽略过去？,"당신은 기다림을(를) 느끼고 있나요, 아니면 스쳐 지나가고 있나요?"
daily,310,,identity,今日のあなたにとって譲れないものはどんな存在ですか,What kind of presence is what you cannot compromise on to you today?,今天，对你来说，你无法让步的东西是怎样的存在？,오늘 당신에게 양보할 수 없는 것은(는) 어떤 존재인가요?
daily,311,,existence,あなたの心は今日という時間に何を求めていますか,What is your heart asking of this day?,你的心向今天这段时间在寻求什么？,당신의 마음은 오늘이라는 시간에 무엇을 바라고 있나요?
daily,312,,fear,今のあなたは変化にどんな名前をつけますか,What name would you give to change right now?,此刻，你会给变化取什么名字？,지금의 당신은 변화에 어떤 이름을 붙이고 싶나요?
daily,313,,release,あなたは終わらせるべきことを誰の視線で見ていますか,Through whose eyes are you seeing what needs to come to an end?,你正透过谁的目光看着应该结束的事？,당신은 끝내야 할 것을(를) 누구의 시선으로 보고 있나요?
daily,314,,hope,もし静かに座るなら続ける理由は何を語りそうですか,"If you sat quietly, what might your reason to continue say?",如果你安静坐下，继续下去的理由似乎会说些什么？,"조용히 앉아 있다면, 계속할 이유은(는) 무엇을 말할 것 같나요?"
daily,315,,relationship,あなたの中に残っている残っているつながりの灯は何ですか,What small lamp of the connection that still remains still remains within you?,在你心里，仍然留着怎样一盏关于仍然留下的连结的灯？,당신 안에는 아직도 아직 남아 있는 연결에 관한 어떤 작은 등불이 남아 있나요?
daily,316,,gratitude,今あなたにとって今あるものとは何ですか,What is what is already here to you right now?,此刻，对你来说，此刻已经拥有的东西是什么？,지금 당신에게 지금 이미 있는 것은(는) 무엇인가요?
daily,317,,reflection,今日のあなたは気づいていない思いにどう向き合いますか,How are you facing a feeling you have not yet noticed today?,今天，你要如何面对你尚未察觉的心意？,오늘 당신은 아직 알아차리지 못한 마음에 어떻게 마주하나요?
daily,318,,death,あなたはいのちから何を学んでいますか,What is life itself teaching you?,生命正在教会你什么？,생명은(는) 당신에게 무엇을 가르치고 있나요?
daily,319,,silence,今のあなたに必要な見ることは何ですか,What kind of simply seeing do you need right now?,此刻，你需要怎样的只是看见？,지금의 당신에게 필요한 그저 보는 것은(는) 무엇인가요?
daily,320,,identity,あなたの中で静かに浮かぶ人生の軸は何ですか,What quietly rises within you when you think of the axis of your life?,想到你人生的轴心时，在你心里静静浮现的是什么？,"삶의 축을(를) 떠올릴 때, 당신 안에 조용히 떠오르는 것은 무엇인가요?"
daily,321,,existence,もし少し立ち止まるなら本当に大切なものをどう見ますか,"If you paused for a moment, how would you look at what truly matters?",如果你稍微停下来，会如何看待真正重要的东西？,"잠시 멈춘다면, 진정으로 중요한 것을(를) 어떻게 바라보게 될까요?"
daily,322,,fear,あなたは恐れを事実として見ていますか それとも解釈として見ていますか,"Are you seeing fear as fact, or as interpretation?",你看到的恐惧，是事实，还是一种解释？,"당신은 두려움을(를) 사실로 보고 있나요, 아니면 해석으로 보고 있나요?"
daily,323,,release,今のあなたが正直に感じる手放せないものは何ですか,What does what you cannot let go of honestly feel like to you right now?,此刻，你诚实地感受到的你放不下的东西是什么？,지금의 당신이 솔직하게 느끼는 놓지 못하는 것은(는) 무엇인가요?
daily,324,,hope,あなたは希望を抱えていますか それとも迎え入れ始めていますか,"Are you carrying hope, or beginning to welcome it?",你是在背负着希望，还是开始迎接它？,"당신은 희망을(를) 짊어지고 있나요, 아니면 받아들이기 시작하고 있나요?"
daily,325,,relationship,今日のあなたにとって思い出す人はどんな存在ですか,What kind of presence is the person who comes to mind to you today?,今天，对你来说，你想起的那个人是怎样的存在？,오늘 당신에게 문득 떠오르는 사람은(는) 어떤 존재인가요?
daily,326,,gratitude,あなたの心は感謝できることに何を求めていますか,What is your heart asking of what you can be grateful for?,你的心向你可以感恩的事在寻求什么？,당신의 마음은 감사할 수 있는 것에 무엇을 바라고 있나요?
daily,327,,reflection,今のあなたは今の感情にどんな名前をつけますか,What name would you give to your feelings right now right now?,此刻，你会给你此刻的感受取什么名字？,지금의 당신은 지금의 감정에 어떤 이름을 붙이고 싶나요?
daily,328,,death,あなたは死を誰の視線で見ていますか,Through whose eyes are you seeing death?,你正透过谁的目光看着死亡？,당신은 죽음을(를) 누구의 시선으로 보고 있나요?
daily,329,,silence,もし静かに座るなら呼吸は何を語りそうですか,"If you sat quietly, what might your breath say?",如果你安静坐下，呼吸似乎会说些什么？,"조용히 앉아 있다면, 호흡은(는) 무엇을 말할 것 같나요?"
daily,330,,identity,あなたの中に残っているなりつつある自分の灯は何ですか,What small lamp of the person you are becoming still remains within you?,在你心里，仍然留着怎样一盏关于你正在成为的自己的灯？,당신 안에는 아직도 되어 가는 나에 관한 어떤 작은 등불이 남아 있나요?
daily,331,,existence,今あなたにとって自分の人生とは何ですか,What is your own life to you right now?,此刻，对你来说，你自己的人生是什么？,지금 당신에게 자기 자신의 삶은(는) 무엇인가요?
daily,332,,fear,今日のあなたは不安にどう向き合いますか,How are you facing anxiety today?,今天，你要如何面对不安？,오늘 당신은 불안에 어떻게 마주하나요?
daily,333,,release,あなたは執着から何を学んでいますか,What is attachment teaching you?,执着正在教会你什么？,집착은(는) 당신에게 무엇을 가르치고 있나요?
daily,334,,hope,今のあなたに必要な小さな光は何ですか,What kind of a small light do you need right now?,此刻，你需要怎样的微小的光？,지금의 당신에게 필요한 작은 빛은(는) 무엇인가요?
daily,335,,relationship,あなたの中で静かに浮かぶ感謝したい人は誰ですか,Who quietly comes to mind when you think of the person you want to thank?,当你想到你想感谢的人时，在你心里静静浮现的是谁？,"감사하고 싶은 사람을(를) 떠올릴 때, 당신 안에 조용히 떠오르는 이는 누구인가요?"
daily,336,,gratitude,もし少し立ち止まるなら今日の恵みをどう見ますか,"If you paused for a moment, how would you look at today's blessing?",如果你稍微停下来，会如何看待今天的恩惠？,"잠시 멈춘다면, 오늘의 은혜을(를) 어떻게 바라보게 될까요?"
daily,337,,reflection,あなたは沈黙を事実として見ていますか それとも解釈として見ていますか,"Are you seeing silence as fact, or as interpretation?",你看到的沉默，是事实，还是一种解释？,"당신은 침묵을(를) 사실로 보고 있나요, 아니면 해석으로 보고 있나요?"
daily,338,,death,今のあなたが正直に感じる最後の日は何ですか,What does your last day honestly feel like to you right now?,此刻，你诚实地感受到的最后一天是什么？,지금의 당신이 솔직하게 느끼는 마지막 날은(는) 무엇인가요?
daily,339,,silence,あなたは静けさを感じていますか それとも見過ごしていますか,"Are you sensing stillness, or passing it by?",你是在感受宁静，还是正在把它忽略过去？,"당신은 고요을(를) 느끼고 있나요, 아니면 스쳐 지나가고 있나요?"
daily,340,,identity,今日のあなたにとって本当の自分はどんな存在ですか,What kind of presence is your true self to you today?,今天，对你来说，真正的自己是怎样的存在？,오늘 당신에게 진짜 나은(는) 어떤 존재인가요?
daily,341,,existence,あなたの心は生きる理由に何を求めていますか,What is your heart asking of your reason for living?,你的心向你活着的理由在寻求什么？,당신의 마음은 살아가는 이유에 무엇을 바라고 있나요?
daily,342,,fear,今のあなたは避けていることにどんな名前をつけますか,What name would you give to what you are avoiding right now?,此刻，你会给你正在回避的事取什么名字？,지금의 당신은 당신이 피하고 있는 것에 어떤 이름을 붙이고 싶나요?
daily,343,,release,あなたは古い役割を誰の視線で見ていますか,Through whose eyes are you seeing an old role?,你正透过谁的目光看着旧有的角色？,당신은 오래된 역할을(를) 누구의 시선으로 보고 있나요?
daily,344,,hope,もし静かに座るなら次の一歩は何を語りそうですか,"If you sat quietly, what might the next step say?",如果你安静坐下，下一步似乎会说些什么？,"조용히 앉아 있다면, 다음 한 걸음은(는) 무엇을 말할 것 같나요?"
daily,345,,relationship,あなたの中に残っている許したい人の灯は何ですか,What small lamp of the person you want to forgive still remains within you?,在你心里，仍然留着怎样一盏关于你想原谅的人的灯？,당신 안에는 아직도 용서하고 싶은 사람에 관한 어떤 작은 등불이 남아 있나요?
daily,346,,gratitude,今あなたにとって受け取った助けとは何ですか,What is the help you received to you right now?,此刻，对你来说，你得到的帮助是什么？,지금 당신에게 받은 도움은(는) 무엇인가요?
daily,347,,reflection,今日のあなたは心の声にどう向き合いますか,How are you facing the voice of your heart today?,今天，你要如何面对你内心的声音？,오늘 당신은 마음의 소리에 어떻게 마주하나요?
daily,348,,death,あなたは残したいものから何を学んでいますか,What is what you want to leave behind teaching you?,你想留下的东西正在教会你什么？,남기고 싶은 것은(는) 당신에게 무엇을 가르치고 있나요?
daily,349,,silence,今のあなたに必要な今ここは何ですか,What kind of the here and now do you need right now?,此刻，你需要怎样的此时此地？,지금의 당신에게 필요한 지금 여기은(는) 무엇인가요?
daily,350,,identity,あなたの中で静かに浮かぶ信じているものは何ですか,What quietly rises within you when you think of what you believe in?,想到你所相信的东西时，在你心里静静浮现的是什么？,"당신이 믿는 것을(를) 떠올릴 때, 당신 안에 조용히 떠오르는 것은 무엇인가요?"
daily,351,,existence,もし少し立ち止まるなら今いる場所をどう見ますか,"If you paused for a moment, how would you look at where you stand now?",如果你稍微停下来，会如何看待你此刻所站的位置？,"잠시 멈춘다면, 지금 당신이 서 있는 자리을(를) 어떻게 바라보게 될까요?"
daily,352,,fear,あなたは失うことを事実として見ていますか それとも解釈として見ていますか,"Are you seeing the possibility of loss as fact, or as interpretation?",你看到的失去这件事，是事实，还是一种解释？,"당신은 잃는 것을(를) 사실로 보고 있나요, 아니면 해석으로 보고 있나요?"
daily,353,,release,今のあなたが正直に感じる重荷は何ですか,What does a burden honestly feel like to you right now?,此刻，你诚实地感受到的负担是什么？,지금의 당신이 솔직하게 느끼는 짐은(는) 무엇인가요?
daily,354,,hope,あなたは信じたい未来を抱えていますか それとも迎え入れ始めていますか,"Are you carrying the future you want to believe in, or beginning to welcome it?",你是在背负着你想相信的未来，还是开始迎接它？,"당신은 믿고 싶은 미래을(를) 짊어지고 있나요, 아니면 받아들이기 시작하고 있나요?"
daily,355,,relationship,今日のあなたにとって守りたい人はどんな存在ですか,What kind of presence is the person you want to protect to you today?,今天，对你来说，你想守护的人是怎样的存在？,오늘 당신에게 지키고 싶은 사람은(는) 어떤 존재인가요?
daily,356,,gratitude,あなたの心は残っている温かさに何を求めていますか,What is your heart asking of the warmth that still remains?,你的心向仍然留存的温暖在寻求什么？,당신의 마음은 남아 있는 따뜻함에 무엇을 바라고 있나요?
daily,357,,reflection,今のあなたは自分への厳しさにどんな名前をつけますか,What name would you give to your harshness toward yourself right now?,此刻，你会给你对自己的苛刻取什么名字？,지금의 당신은 자신에게 향한 엄격함에 어떤 이름을 붙이고 싶나요?
daily,358,,death,あなたは別れを誰の視線で見ていますか,Through whose eyes are you seeing parting?,你正透过谁的目光看着离别？,당신은 이별을(를) 누구의 시선으로 보고 있나요?
daily,359,,silence,もし静かに座るなら空白は何を語りそうですか,"If you sat quietly, what might emptiness say?",如果你安静坐下，空白似乎会说些什么？,"조용히 앉아 있다면, 공백은(는) 무엇을 말할 것 같나요?"
daily,360,,identity,あなたの中に残っている背負っている役割の灯は何ですか,What small lamp of the role you carry still remains within you?,在你心里，仍然留着怎样一盏关于你所背负的角色的灯？,당신 안에는 아직도 당신이 짊어진 역할에 관한 어떤 작은 등불이 남아 있나요?
daily,361,,existence,今あなたにとって本当の望みとは何ですか,What is your true desire to you right now?,此刻，对你来说，你真正的愿望是什么？,지금 당신에게 당신의 진정한 바람은(는) 무엇인가요?
daily,362,,fear,今日のあなたは人の期待にどう向き合いますか,How are you facing other people's expectations today?,今天，你要如何面对他人的期待？,오늘 당신은 타인의 기대에 어떻게 마주하나요?
daily,363,,release,あなたは後悔から何を学んでいますか,What is regret teaching you?,后悔正在教会你什么？,후회은(는) 당신에게 무엇을 가르치고 있나요?
daily,364,,hope,今のあなたに必要なやり直す力は何ですか,What kind of the strength to begin again do you need right now?,此刻，你需要怎样的重新开始的力量？,지금의 당신에게 필요한 다시 시작할 힘은(는) 무엇인가요?
daily,365,,relationship,あなたの中で静かに浮かぶ距離を置くべき関係は何ですか,What quietly comes to mind when you think of a relationship that needs distance?,想到需要保持距离的关系时，在你心里静静浮现的是什么？,"거리를 두어야 할 관계을(를) 떠올릴 때, 당신 안에 조용히 떠오르는 것은 무엇인가요?"
strong,1,,release,今あなたが手放せないものは何ですか,What are you holding on to that you no longer need?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,2,,fear,もし恐れがなかったら何を選びますか,"If fear disappeared, what would you choose?",如果没有恐惧，你会如何选择？,만약 두려움이 없다면 무엇을 선택하시겠습니까?
strong,3,,self_awareness,今あなたに本当に必要なものは何ですか,What do you truly need right now?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,4,,relationships,あなたは誰の期待を背負っていますか,Whose expectations are you carrying?,你正在想着谁？,지금 당신은 누구를 떠올리고 있습니까?
strong,5,,values,あなたが守ろうとしているものは何ですか,What are you trying to protect?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,6,,reflection,今日が最後の日なら何がいちばん大切ですか,"If today were your last day, what would matter most?",如果没有恐惧，你会如何选择？,만약 두려움이 없다면 무엇을 선택하시겠습니까?
strong,7,,reflection,あなたが避けている問いは何ですか,What question are you avoiding?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,8,,reflection,あなたの沈黙は何を語っていますか,What does your silence say?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,9,,reflection,今あなたが感謝できることは何ですか,What can you be grateful for right now?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,10,,reflection,あなたは誰になろうとしていますか,Who are you becoming?,你正在想着谁？,지금 당신은 누구를 떠올리고 있습니까?
strong,11,,reflection,あなたの人生を動かしているものは何ですか,What is driving your life?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,12,,reflection,本当に大切なものは何ですか,What truly matters?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,13,,reflection,あなたは何のために生きていますか,What are you living for?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,14,,reflection,あなたはどこへ向かっていますか,Where are you going?,那个地方对你意味着什么？,그곳은 당신에게 어떤 의미입니까?
strong,15,,reflection,あなたが捨てられないものは何ですか,What can you not let go of?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,16,,reflection,今終わらせるべきことは何ですか,What needs to end now?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,17,,reflection,あなたは何に執着していますか,What are you attached to?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,18,,reflection,今あなたの心は静かですか,Is your mind quiet right now?,这个问题对你意味着什么？,이 질문은 당신에게 무엇을 의미합니까?
strong,19,,reflection,あなたは今ここにいますか,Are you here now?,这个问题对你意味着什么？,이 질문은 당신에게 무엇을 의미합니까?
strong,20,,fear,あなたは何を恐れていますか,What are you afraid of?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,21,,reflection,あなたは何から逃げていますか,What are you running from?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,22,,reflection,あなたは何を隠していますか,What are you hiding?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,23,,reflection,あなたは何を愛していますか,What do you love?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,24,,reflection,あなたは誰を許したいですか,Who do you want to forgive?,你正在想着谁？,지금 당신은 누구를 떠올리고 있습니까?
strong,25,,reflection,あなたは自分を許せますか,Can you forgive yourself?,这个问题对你意味着什么？,이 질문은 당신에게 무엇을 의미합니까?
strong,26,,reflection,あなたの希望はどこにありますか,Where is your hope?,那个地方对你意味着什么？,그곳은 당신에게 어떤 의미입니까?
strong,27,,reflection,あなたは誰を思い出しますか,Who comes to your mind?,你正在想着谁？,지금 당신은 누구를 떠올리고 있습니까?
strong,28,,reflection,あなたは何を後悔していますか,What do you regret?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,29,,reflection,あなたは何を探していますか,What are you searching for?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,30,,reflection,今ここで変えられるものは何ですか,What can you change here and now?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,31,,reflection,変えられないものは何ですか,What cannot be changed?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,32,,reflection,あなたは何を見ないふりをしていますか,What are you pretending not to see?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
strong,33,,reflection,今日あなたが選びたい一歩は何ですか,What step do you want to choose today?,你现在在思考什么？,지금 당신은 무엇을 생각하고 있습니까?
